"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Chromista","Oomycota","Peronosporea","Saprolegniales","Haliphthoraceae","Atkinsiella","Atkinsiella dubia","Atkinsiella dubia",NA,NA,NA," 172150","Species"
"Chromista","Myzozoa","Dinophyceae","Dinophyceae incertae sedis","Amphidomataceae","Azadinium","Azadinium","Azadinium","nanoplankton","Other","Plankton"," 391508","Genus"
"Animalia","Entoprocta",NA,NA,"Barentsiidae","Barentsia","Barentsia hildegardae","Barentsia hildegardae","meiobenthos","Macrobenthos","Macrobenthos"," 851772","Species"
"Chromista","Bigyra","Bicosoecophyceae","Bicosoecales","Bicosoecaceae","Bicosoeca","Bicosoeca","Bicosoeca","phytoplankton","Other","Plankton"," 601409","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia","Biddulphia","phytoplankton","Other","Plankton"," 148967","Genus"
"Chromista","Bigyra","Blastocystea","Blastocystida","Blastocystidae","Blastocystis","Blastocystis","Blastocystis",NA,NA,NA,"1635533","Genus"
"Chromista","Bigyra","Blastocystea","Blastocystida","Blastocystidae","Blastocystis","Blastocystis hominis","Blastocystis hominis",NA,NA,NA," 708115","Species"
"Chromista","Ciliophora","Heterotrichea","Heterotrichida","Blepharismidae","Blepharisma","Blepharisma","Blepharisma","benthos","Macrobenthos","Macrobenthos"," 178694","Genus"
"Chromista","Cercozoa","Sarcomonadea","Glissomonadida","Bodomorphidae","Bodomorpha","Bodomorpha","Bodomorpha","zooplankton","Other","Plankton"," 603911","Genus"
"Chromista","Cercozoa","Ascetosporea","Haplosporida","Haplosporidiidae","Bonamia","Bonamia","Bonamia","zooplankton","Other","Plankton"," 246870","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Surirellales","Surirellaceae","Campylodiscus","Campylodiscus","Campylodiscus","phytoplankton","Other","Plankton"," 149616","Genus"
"Chromista","Ciliophora","Oligohymenophorea","Sessilida","Vorticellidae","Carchesium","Carchesium polypinum","Carchesium polypinum","benthos","Macrobenthos","Macrobenthos"," 254450","Species"
"Chromista","Ciliophora","Oligohymenophorea","Philasterida","Loxocephalidae","Cardiostomatella","Cardiostomatella vermiformis","Cardiostomatella vermiformis","benthos","Macrobenthos","Macrobenthos"," 427046","Species"
"Animalia","Nemertea","Palaeonemertea","Carinomiformes","Carinomidae","Carinoma","Carinoma hamanako","Carinoma hamanako","benthos","Macrobenthos","Macrobenthos"," 712125","Species"
"Chromista","Ciliophora","Spirotrichea","Kiitrichida","Kiitrichidae","Caryotricha","Caryotricha minuta","Caryotricha minuta","benthos","Macrobenthos","Macrobenthos"," 427710","Species"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Aerosakkonemataceae","Cephalothrix","Cephalothrix","Cephalothrix","nanoplankton","Other","Plankton","1361004","Genus"
"Chromista","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas","Cercomonas","zooplankton","Other","Plankton"," 577493","Genus"
"Chromista","Ciliophora","Spirotrichea","Euplotida","Certesiidae","Certesia","Certesia quadrinucleata","Certesia quadrinucleata","benthos","Macrobenthos","Macrobenthos"," 427654","Species"
"Chromista","Heliozoa","Centrohelea","Centrohelida","Acanthocystidae","Choanocystis","Choanocystis","Choanocystis",NA,NA,NA," 428538","Genus"
"Chromista",NA,NA,NA,NA,"Chromera","Chromera","Chromera",NA,NA,NA," 594555","Genus"
"Chromista","Haptophyta","Coccolithophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina","Chrysochromulina","phytoplankton","Other","Plankton"," 115090","Genus"
"Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Chrysoxys","Chrysoxys","Chrysoxys","mixoplankton","Other","Plankton"," 601177","Genus"
"Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Chytridium","Chytridium polysiphoniae","Chytridium polysiphoniae",NA,NA,NA," 164150","Species"
"Chromista","Myzozoa","Dinophyceae","Coccidiniales","Chytriodiniaceae","Chytriodinium","Chytriodinium","Chytriodinium","nanoplankton","Other","Plankton"," 494074","Genus"
