"","AphiaID","adult","larva","larva_other","other","polygastric"
"559",129989,"benthos","zooplankton",NA,NA,NA
"560",130001,"benthos","zooplankton",NA,NA,NA
"561",130002,"benthos","zooplankton",NA,NA,NA
"562",130031,"benthos","zooplankton",NA,NA,NA
"563",130071,"macrobenthos",NA,NA,NA,NA
"564",130075,"macrobenthos",NA,NA,NA,NA
"565",130116,"benthos","zooplankton",NA,NA,NA
"566",130130,"benthos","zooplankton",NA,NA,NA
"567",130176,"benthos","zooplankton",NA,NA,NA
"568",130185,"benthos","zooplankton",NA,NA,NA
"569",130269,"benthos","zooplankton",NA,NA,NA
"570",130271,"benthos","zooplankton",NA,NA,NA
"571",130314,"benthos","zooplankton",NA,NA,NA
"572",130357,"benthos","zooplankton",NA,NA,NA
"573",130359,"benthos","zooplankton",NA,NA,NA
"574",130417,"macrobenthos",NA,NA,NA,NA
"575",130437,"benthos","zooplankton",NA,NA,NA
"576",130522,"macrobenthos",NA,NA,NA,NA
"577",130544,"benthos","zooplankton",NA,NA,NA
"578",130597,"benthos","zooplankton",NA,NA,NA
"579",130599,"benthos","zooplankton",NA,NA,NA
"580",130601,"benthos","zooplankton",NA,NA,NA
"581",130632,"macrobenthos",NA,NA,NA,NA
"582",130639,"macrobenthos",NA,NA,NA,NA
"583",130640,"benthos","zooplankton",NA,NA,NA
"584",130670,"megabenthos",NA,NA,NA,NA
"585",130673,"macrobenthos",NA,NA,NA,NA
"586",130711,"benthos","zooplankton",NA,NA,NA
"587",130714,"benthos","zooplankton",NA,NA,NA
"588",130769,"macrobenthos",NA,NA,NA,NA
"589",130770,"macrobenthos",NA,NA,NA,NA
"590",130800,"macrobenthos",NA,NA,NA,NA
"591",130801,"macrobenthos",NA,NA,NA,NA
"592",130830,"macrobenthos",NA,NA,NA,NA
"593",130843,"benthos","zooplankton",NA,NA,NA
"594",130866,"benthos","zooplankton",NA,NA,NA
"595",130867,"benthos","zooplankton",NA,NA,NA
"596",130926,"benthos","zooplankton",NA,NA,NA
"597",130989,"benthos","zooplankton",NA,NA,NA
"598",131074,"benthos","zooplankton",NA,NA,NA
"599",131106,"macrobenthos",NA,NA,NA,NA
"600",131111,"macrobenthos",NA,NA,NA,NA
"601",131128,"macrobenthos",NA,NA,NA,NA
"602",131131,"macrobenthos",NA,NA,NA,NA
"603",131141,"macrobenthos",NA,NA,NA,NA
"604",131143,"macrobenthos",NA,NA,NA,NA
"605",131146,"macrobenthos",NA,NA,NA,NA
"606",131198,"benthos","zooplankton",NA,NA,NA
"607",131206,"benthos","zooplankton",NA,NA,NA
"608",131290,"macrobenthos",NA,NA,NA,NA
"609",131435,"macrobenthos",NA,NA,NA,NA
"610",131467,"macrobenthos",NA,NA,NA,NA
"611",131480,"macrobenthos",NA,NA,NA,NA
"612",131495,"megabenthos",NA,NA,NA,NA
"613",131508,"macrobenthos",NA,NA,NA,NA
"614",131542,"benthos","zooplankton",NA,NA,NA
"615",131574,"macrobenthos",NA,NA,NA,NA
"616",131595,"macrobenthos",NA,NA,NA,NA
"617",131599,"macrobenthos",NA,NA,NA,NA
"618",131641,"macrobenthos",NA,NA,NA,NA
"619",131670,"macrobenthos",NA,NA,NA,NA
"620",131715,"macrobenthos",NA,NA,NA,NA
"621",131729,"macrobenthos",NA,NA,NA,NA
"622",131807,"macrobenthos",NA,NA,NA,NA
"623",131808,"macrobenthos",NA,NA,NA,NA
"624",131849,"macrobenthos",NA,NA,NA,NA
"625",131852,"macrobenthos",NA,NA,NA,NA
"626",131979,"macrobenthos",NA,NA,NA,NA
"627",132026,"macrobenthos",NA,NA,NA,NA
"628",132655,"macrobenthos",NA,NA,NA,NA
"629",132663,"megabenthos",NA,NA,NA,NA
"630",133139,"macrobenthos",NA,NA,NA,NA
"631",133676,"macrobenthos",NA,NA,NA,NA
"632",133701,"macrobenthos",NA,NA,NA,NA
"633",133928,"macrobenthos",NA,NA,NA,NA
"634",134285,"megabenthos",NA,NA,NA,NA
"635",134526,"phytoplankton",NA,NA,NA,NA
"636",134529,"phytoplankton",NA,NA,NA,NA
"637",134531,"algae",NA,NA,NA,NA
"638",134541,"mixoplankton",NA,NA,NA,NA
"639",134545,"mixoplankton",NA,NA,NA,NA
"640",134562,"algae",NA,NA,NA,NA
"641",134563,"mixoplankton",NA,NA,NA,NA
"642",134564,"mixoplankton",NA,NA,NA,NA
"643",134588,"macrobenthos",NA,NA,NA,NA
"644",134674,"macrobenthos",NA,NA,NA,NA
"645",134723,"meiobenthos",NA,NA,NA,NA
"646",134786,"macrobenthos",NA,NA,NA,NA
"647",134974,"benthos","zooplankton",NA,NA,NA
"648",134996,NA,NA,NA,NA,NA
"649",135036,"microbenthos",NA,NA,NA,NA
"650",135044,"zooplankton",NA,NA,NA,NA
"651",135066,"zooplankton",NA,NA,NA,NA
"652",135220,"zooplankton",NA,"zooplankton",NA,NA
"653",135225,"zooplankton",NA,"zooplankton",NA,NA
"654",135259,"zooplankton",NA,"zooplankton",NA,NA
"655",135263,"zooplankton",NA,"zooplankton",NA,NA
"656",135301,"zooplankton",NA,"zooplankton",NA,NA
"657",135304,"zooplankton",NA,"zooplankton",NA,NA
"658",135306,"zooplankton",NA,"zooplankton",NA,NA
"659",135312,"macrobenthos",NA,NA,NA,NA
"660",135322,"macrobenthos",NA,NA,NA,NA
"661",135323,"macrobenthos",NA,NA,NA,NA
"662",135441,NA,NA,NA,NA,"zooplankton"
"663",135479,NA,NA,"pleuston",NA,NA
"664",135496,NA,NA,"zooplankton",NA,NA
"665",135906,NA,NA,NA,NA,NA
"666",136141,NA,NA,NA,NA,NA
"667",136146,NA,NA,NA,NA,NA
"668",136679,"benthos",NA,NA,NA,NA
"669",136743,"zooplankton",NA,NA,NA,NA
"670",136779,"phytoplankton",NA,NA,NA,NA
"671",137043,NA,NA,NA,NA,NA
"672",137051,NA,NA,NA,NA,NA
"673",137080,"nekton",NA,NA,NA,NA
"674",137128,NA,NA,NA,NA,NA
"675",137133,NA,NA,NA,NA,NA
"676",137141,NA,NA,NA,NA,NA
"677",137156,NA,NA,NA,NA,NA
"678",137203,NA,NA,NA,NA,NA
"679",137247,"zooplankton",NA,NA,NA,NA
"680",137288,"algae",NA,NA,NA,NA
"681",137344,"benthos",NA,NA,NA,NA
"682",137347,"benthos",NA,NA,NA,NA
"683",137351,"benthos",NA,NA,NA,NA
"684",137382,"benthos",NA,NA,NA,NA
"685",137427,"benthos",NA,NA,NA,NA
"686",137436,"benthos",NA,NA,NA,NA
"687",137438,"macrobenthos",NA,NA,NA,NA
"688",137454,"benthos",NA,NA,NA,NA
"689",137472,"benthos",NA,NA,NA,NA
"690",137477,"meiobenthos",NA,NA,NA,NA
"691",137480,"meiobenthos",NA,NA,"meiobenthos",NA
"692",137481,"macrobenthos",NA,NA,NA,NA
"693",137485,"macrobenthos",NA,NA,NA,NA
"694",137502,"benthos",NA,NA,NA,NA
"695",137547,"macrobenthos",NA,NA,NA,NA
"696",137556,"macrobenthos",NA,NA,NA,NA
"697",137571,"macrobenthos",NA,NA,NA,NA
"698",137572,"benthos",NA,NA,NA,NA
"699",137607,"benthos",NA,NA,NA,NA
"700",137630,"benthos",NA,NA,NA,NA
"701",137906,"benthos",NA,NA,NA,NA
"702",138050,"benthos",NA,NA,NA,NA
"703",138135,"benthos",NA,NA,NA,NA
"704",138225,"benthos",NA,NA,NA,NA
"705",138228,"benthos",NA,NA,NA,NA
"706",138312,"benthos",NA,NA,NA,NA
"707",138369,"benthos",NA,NA,NA,NA
"708",138441,"benthos",NA,NA,NA,NA
"709",138515,"benthos",NA,NA,NA,NA
"710",138675,"benthos","benthos",NA,NA,NA
"711",138998,"benthos",NA,NA,NA,NA
"712",139004,"benthos",NA,NA,NA,NA
"713",139008,"benthos",NA,NA,NA,NA
"714",139012,"benthos",NA,NA,NA,NA
"715",139085,"benthos",NA,NA,NA,NA
"716",139604,"benthos",NA,NA,NA,NA
"717",139631,"benthos",NA,NA,NA,NA
"718",139644,"benthos",NA,NA,NA,NA
"719",139686,"benthos",NA,NA,NA,NA
"720",139896,NA,NA,NA,NA,NA
"721",139908,"benthos",NA,NA,NA,NA
"722",139940,"benthos",NA,NA,NA,NA
"723",139951,"benthos",NA,NA,NA,NA
"724",140029,"benthos",NA,NA,NA,NA
"725",140081,"benthos",NA,NA,NA,NA
"726",140103,"benthos",NA,NA,NA,NA
"727",140132,"benthos","benthos",NA,NA,NA
"728",140166,"benthos",NA,NA,NA,NA
"729",140168,"benthos",NA,NA,NA,NA
"730",140170,"benthos",NA,NA,NA,NA
"731",140176,"benthos",NA,NA,NA,NA
"732",140229,"benthos",NA,NA,NA,NA
"733",140231,"benthos",NA,NA,NA,NA
"734",140261,"benthos",NA,NA,NA,NA
"735",140262,"benthos",NA,NA,NA,NA
"736",140263,"benthos",NA,NA,NA,NA
"737",140264,"benthos",NA,NA,NA,NA
"738",140266,"benthos",NA,NA,NA,NA
"739",140302,"benthos",NA,NA,NA,NA
"740",140403,"benthos",NA,NA,NA,NA
"741",140464,"benthos",NA,NA,NA,NA
"742",140467,"benthos",NA,NA,NA,NA
"743",140480,"benthos",NA,NA,NA,NA
"744",140482,"benthos",NA,NA,NA,NA
"745",140589,"benthos",NA,NA,NA,NA
"746",140658,"benthos",NA,NA,NA,NA
"747",140675,"benthos",NA,NA,NA,NA
"748",140684,"benthos",NA,NA,NA,NA
"749",140685,"benthos",NA,NA,NA,NA
"750",140735,"benthos",NA,NA,NA,NA
"751",140736,"benthos",NA,NA,NA,NA
"752",140767,"benthos",NA,NA,NA,NA
"753",140812,"benthos",NA,NA,NA,NA
"754",140830,"benthos",NA,NA,NA,NA
"755",140838,"benthos",NA,NA,NA,NA
"756",141320,"benthos",NA,NA,NA,NA
"757",141334,"benthos",NA,NA,NA,NA
"758",141405,"benthos",NA,NA,NA,NA
"759",141411,"benthos",NA,NA,NA,NA
"760",141435,"benthos",NA,NA,NA,NA
"761",141564,"benthos",NA,NA,NA,NA
"762",141565,"benthos",NA,NA,NA,NA
"763",141638,"benthos",NA,NA,NA,NA
"764",141641,"benthos",NA,NA,NA,NA
"765",141700,"benthos",NA,NA,NA,NA
"766",141744,"benthos",NA,NA,NA,NA
"767",141767,"benthos",NA,NA,NA,NA
"768",141790,"benthos",NA,NA,NA,NA
"769",141821,"benthos",NA,NA,NA,NA
"770",141875,"benthos",NA,NA,NA,NA
"771",141908,"benthos",NA,NA,NA,NA
"772",142025,"benthos",NA,NA,NA,NA
"773",142038,"macrobenthos",NA,NA,NA,NA
"774",142090,"benthos",NA,NA,NA,NA
"775",142102,"benthos",NA,NA,NA,NA
"776",142142,"macrobenthos",NA,NA,NA,NA
"777",142184,"macrobenthos",NA,NA,NA,NA
"778",142251,"benthos",NA,NA,NA,NA
"779",142318,"benthos",NA,NA,NA,NA
"780",142412,"benthos",NA,NA,NA,NA
"781",142687,"macrobenthos",NA,NA,NA,NA
"782",142698,"macrobenthos",NA,NA,NA,NA
"783",142770,"turbellaria",NA,NA,NA,NA
"784",142793,"turbellaria",NA,NA,NA,NA
"785",142797,"turbellaria",NA,NA,NA,NA
"786",142799,"turbellaria",NA,NA,NA,NA
"787",142892,"benthos",NA,NA,NA,NA
"788",142967,"benthos",NA,NA,NA,NA
"789",143000,"benthos",NA,NA,NA,NA
"790",143002,"benthos",NA,NA,NA,NA
"791",143014,"benthos",NA,NA,NA,NA
"792",143025,"benthos",NA,NA,NA,NA
"793",143197,"benthos",NA,NA,NA,NA
"794",143233,"benthos",NA,NA,NA,NA
"795",143306,"benthos",NA,NA,NA,NA
"796",143320,"benthos",NA,NA,NA,NA
"797",143383,"benthos",NA,NA,NA,NA
"798",143384,"benthos",NA,NA,NA,NA
"799",143424,"benthos",NA,NA,NA,NA
"800",143443,"benthos",NA,NA,NA,NA
"801",143449,"benthos",NA,NA,NA,NA
"802",143455,"benthos",NA,NA,NA,NA
"803",143509,"turbellaria",NA,NA,NA,NA
"804",143526,"turbellaria",NA,NA,NA,NA
"805",143550,"turbellaria",NA,NA,NA,NA
"806",143552,"turbellaria",NA,NA,NA,NA
"807",143644,"turbellaria",NA,NA,NA,NA
"808",143647,"turbellaria",NA,NA,NA,NA
"809",143664,"algae",NA,NA,NA,NA
"810",143671,"algae",NA,NA,NA,NA
"811",143672,"algae",NA,NA,NA,NA
"812",143673,"algae",NA,NA,NA,NA
"813",143697,"algae",NA,NA,NA,NA
"814",143716,"algae",NA,NA,NA,NA
"815",143725,"algae",NA,NA,NA,NA
"816",143730,"algae",NA,NA,NA,NA
"817",143748,"algae",NA,NA,NA,NA
"818",143771,"algae",NA,NA,NA,NA
"819",143777,"algae",NA,NA,NA,NA
"820",143808,"macroalgae",NA,NA,NA,NA
"821",143834,"macroalgae",NA,NA,NA,NA
"822",143853,"macroalgae",NA,NA,NA,NA
"823",143883,"macroalgae",NA,NA,NA,NA
"824",143921,"macroalgae",NA,NA,NA,NA
"825",143973,"macroalgae",NA,NA,NA,NA
"826",143978,"macroalgae",NA,NA,NA,NA
"827",144007,"macroalgae",NA,NA,NA,NA
"828",144012,"macroalgae",NA,NA,NA,NA
"829",144020,"macroalgae",NA,NA,NA,NA
"830",144022,"macroalgae",NA,NA,NA,NA
"831",144025,"macroalgae",NA,NA,NA,NA
"832",144048,"macroalgae",NA,NA,NA,NA
"833",144078,"macroalgae",NA,NA,NA,NA
"834",144129,"macroalgae",NA,NA,NA,NA
"835",144146,"macroalgae",NA,NA,NA,NA
"836",144194,"macroalgae",NA,NA,NA,NA
"837",144199,"macroalgae",NA,NA,NA,NA
"838",144228,"algae",NA,NA,NA,NA
"839",144237,"macroalgae",NA,NA,NA,NA
"840",144259,"macroalgae",NA,NA,NA,NA
"841",144296,"macroalgae",NA,NA,NA,NA
"842",144356,"macroalgae",NA,NA,NA,NA
"843",144372,"macroalgae",NA,NA,NA,NA
"844",144377,"macroalgae",NA,NA,NA,NA
"845",144387,"macroalgae",NA,NA,NA,NA
"846",144422,"macroalgae",NA,NA,NA,NA
"847",144426,"macroalgae",NA,NA,NA,NA
"848",144434,"macroalgae",NA,NA,NA,NA
"849",144438,"macroalgae",NA,NA,NA,NA
"850",144440,"macroalgae",NA,NA,NA,NA
"851",144441,"macroalgae",NA,NA,NA,NA
"852",144442,"macroalgae",NA,NA,NA,NA
"853",144529,"macroalgae",NA,NA,NA,NA
"854",144530,"macroalgae",NA,NA,NA,NA
"855",144537,"macroalgae",NA,NA,NA,NA
"856",144547,"macroalgae",NA,NA,NA,NA
"857",144555,"macroalgae",NA,NA,NA,NA
"858",144562,"macroalgae",NA,NA,NA,NA
"859",144563,"macroalgae",NA,NA,NA,NA
"860",144575,"macroalgae",NA,NA,NA,NA
"861",144582,"macroalgae",NA,NA,NA,NA
"862",144595,"macroalgae",NA,NA,NA,NA
"863",144603,"macroalgae",NA,NA,NA,NA
"864",144608,"macroalgae",NA,NA,NA,NA
"865",144672,"macroalgae",NA,NA,NA,NA
"866",144682,"macroalgae",NA,NA,NA,NA
"867",144683,"macroalgae",NA,NA,NA,NA
"868",144685,"macroalgae",NA,NA,NA,NA
"869",144686,"macroalgae",NA,NA,NA,NA
"870",144697,"macroalgae",NA,NA,NA,NA
"871",144702,"macroalgae",NA,NA,NA,NA
"872",144732,"macroalgae",NA,NA,NA,NA
"873",144737,"macroalgae",NA,NA,NA,NA
"874",144743,"macroalgae",NA,NA,NA,NA
"875",144744,"macroalgae",NA,NA,NA,NA
"876",144756,"macroalgae",NA,NA,NA,NA
"877",144758,"macroalgae",NA,NA,NA,NA
"878",144770,"macroalgae",NA,NA,NA,NA
"879",144773,"macroalgae",NA,NA,NA,NA
"880",144847,"macroalgae",NA,NA,NA,NA
"881",144854,"macroalgae",NA,NA,NA,NA
"882",144855,"macroalgae",NA,NA,NA,NA
"883",144908,"macroalgae",NA,NA,NA,NA
"884",144910,"macroalgae",NA,NA,NA,NA
"885",144918,"macroalgae",NA,NA,NA,NA
"886",144924,"macroalgae",NA,NA,NA,NA
"887",144928,"macroalgae",NA,NA,NA,NA
"888",144973,"macroalgae",NA,NA,NA,NA
"889",144985,"macroalgae",NA,NA,NA,NA
"890",145009,"macroalgae",NA,NA,NA,NA
"891",145033,"macroalgae",NA,NA,NA,NA
"892",145108,"macroalgae",NA,NA,NA,NA
"893",145130,"macroalgae",NA,NA,NA,NA
"894",145151,"macroalgae",NA,NA,NA,NA
"895",145152,"macroalgae",NA,NA,NA,NA
"896",145157,"macroalgae",NA,NA,NA,NA
"897",145182,"macroalgae",NA,NA,NA,NA
"898",145188,"macroalgae",NA,NA,NA,NA
"899",145202,"macroalgae",NA,NA,NA,NA
"900",145203,"macroalgae",NA,NA,NA,NA
"901",145222,"macroalgae",NA,NA,NA,NA
"902",145228,"macroalgae",NA,NA,NA,NA
"903",145248,"macroalgae",NA,NA,NA,NA
"904",145274,"macroalgae",NA,NA,NA,NA
"905",145278,"macroalgae",NA,NA,NA,NA
"906",145297,"macroalgae",NA,NA,NA,NA
"907",145321,"macroalgae",NA,NA,NA,NA
"908",145322,"macroalgae",NA,NA,NA,NA
"909",145346,"macroalgae",NA,NA,NA,NA
"910",145347,"macroalgae",NA,NA,NA,NA
"911",145355,"macroalgae",NA,NA,NA,NA
"912",145367,"macroalgae",NA,NA,NA,NA
"913",145393,"macroalgae",NA,NA,NA,NA
"914",145404,"macroalgae",NA,NA,NA,NA
"915",145410,"macroalgae",NA,NA,NA,NA
"916",145433,"macroalgae",NA,NA,NA,NA
"917",145435,"macroalgae",NA,NA,NA,NA
"918",145446,"macroalgae",NA,NA,NA,NA
"919",145455,"macroalgae",NA,NA,NA,NA
"920",145459,"macroalgae",NA,NA,NA,NA
"921",145503,"macroalgae",NA,NA,NA,NA
"922",145540,"macroalgae",NA,NA,NA,NA
"923",145541,"macroalgae",NA,NA,NA,NA
"924",145542,"macroalgae",NA,NA,NA,NA
"925",145546,"macroalgae",NA,NA,NA,NA
"926",145551,"macroalgae",NA,NA,NA,NA
"927",145588,"macroalgae",NA,NA,NA,NA
"928",145590,"macroalgae",NA,NA,NA,NA
"929",145605,"macroalgae",NA,NA,NA,NA
"930",145609,"macroalgae",NA,NA,NA,NA
"931",145610,"macroalgae",NA,NA,NA,NA
"932",145614,"macroalgae",NA,NA,NA,NA
"933",145615,"macroalgae",NA,NA,NA,NA
"934",145621,"macroalgae",NA,NA,NA,NA
"935",145623,"macroalgae",NA,NA,NA,NA
"936",145625,"macroalgae",NA,NA,NA,NA
"937",145650,"macroalgae",NA,NA,NA,NA
"938",145651,"macroalgae",NA,NA,NA,NA
"939",145655,"macroalgae",NA,NA,NA,NA
"940",145656,"macroalgae",NA,NA,NA,NA
"941",145657,"macroalgae",NA,NA,NA,NA
"942",145667,"macroalgae",NA,NA,NA,NA
"943",145668,"macroalgae",NA,NA,NA,NA
"944",145688,"macroalgae",NA,NA,NA,NA
"945",145712,"macroalgae",NA,NA,NA,NA
"946",145722,"macroalgae",NA,NA,NA,NA
"947",145725,"macroalgae",NA,NA,NA,NA
"948",145735,"macroalgae",NA,NA,NA,NA
"949",145765,"macroalgae",NA,NA,NA,NA
"950",145769,"macroalgae",NA,NA,NA,NA
"951",145771,"macroalgae",NA,NA,NA,NA
"952",145777,"macroalgae",NA,NA,NA,NA
"953",145782,"macroalgae",NA,NA,NA,NA
"954",145808,"macroalgae",NA,NA,NA,NA
"955",145810,"macroalgae",NA,NA,NA,NA
"956",145811,"macroalgae",NA,NA,NA,NA
"957",145821,"macroalgae",NA,NA,NA,NA
"958",145825,"macroalgae",NA,NA,NA,NA
"959",145852,"macroalgae",NA,NA,NA,NA
"960",145856,"macroalgae",NA,NA,NA,NA
"961",145863,"macroalgae",NA,NA,NA,NA
"962",145869,"macroalgae",NA,NA,NA,NA
"963",145888,"macroalgae",NA,NA,NA,NA
"964",145892,"macroalgae",NA,NA,NA,NA
"965",146213,"nanoplankton",NA,NA,NA,NA
"966",146230,"algae",NA,NA,NA,NA
"967",146315,"algae",NA,NA,NA,NA
"968",146368,"macroalgae",NA,NA,NA,NA
"969",146409,NA,NA,NA,NA,NA
"970",146960,"macroalgae",NA,NA,NA,NA
"971",147431,NA,NA,NA,NA,NA
"972",147435,NA,NA,NA,NA,NA
"973",147459,"benthos",NA,NA,NA,NA
"974",147485,NA,NA,NA,NA,NA
"975",147577,NA,NA,NA,NA,NA
"976",147581,NA,NA,NA,NA,NA
"977",147588,NA,NA,NA,NA,NA
"978",147623,NA,NA,NA,NA,NA
"979",147642,NA,NA,NA,NA,NA
"980",147701,NA,NA,NA,NA,NA
"981",147704,NA,NA,NA,NA,NA
"982",147714,NA,NA,NA,NA,NA
"983",147715,NA,NA,NA,NA,NA
"984",148342,NA,NA,NA,NA,NA
"985",148592,"macrobenthos",NA,NA,NA,NA
"986",148715,"macrobenthos","zooplankton",NA,NA,NA
"987",148898,NA,NA,NA,NA,NA
"988",148899,"phytoplankton",NA,NA,NA,NA
"989",148902,"phytoplankton",NA,NA,NA,NA
"990",148917,"phytoplankton",NA,NA,NA,NA
"991",148931,"phytoplankton",NA,NA,NA,NA
"992",148951,"phytoplankton",NA,NA,NA,NA
"993",148952,"phytoplankton",NA,NA,NA,NA
"994",148963,"phytoplankton",NA,NA,NA,NA
"995",148967,"phytoplankton",NA,NA,NA,NA
"996",148971,"phytoplankton",NA,NA,NA,NA
"997",149002,"phytoplankton",NA,NA,NA,NA
"998",149003,"phytoplankton",NA,NA,NA,NA
"999",149004,"phytoplankton",NA,NA,NA,NA
"1000",149007,"phytoplankton",NA,NA,NA,NA
"1001",149010,"phytoplankton",NA,NA,NA,NA
"1002",149015,"phytoplankton",NA,NA,NA,NA
"1003",149018,"phytoplankton",NA,NA,NA,NA
"1004",149035,"benthos",NA,NA,NA,NA
"1005",149043,"phytoplankton",NA,NA,NA,NA
"1006",149045,"phytoplankton",NA,NA,NA,NA
"1007",149055,"benthos",NA,NA,NA,NA
"1008",149069,"phytoplankton",NA,NA,NA,NA
"1009",149073,"phytoplankton",NA,NA,NA,NA
"1010",149084,"phytoplankton",NA,NA,NA,NA
"1011",149093,"benthos",NA,NA,"phytoplankton",NA
"1012",149109,"phytoplankton",NA,NA,NA,NA
"1013",149111,"phytoplankton",NA,NA,NA,NA
"1014",149142,"phytoplankton",NA,NA,NA,NA
"1015",149148,"phytoplankton",NA,NA,NA,NA
"1016",149150,"phytoplankton",NA,NA,NA,NA
"1017",149167,"phytoplankton",NA,NA,NA,NA
"1018",149181,"phytoplankton",NA,NA,NA,NA
"1019",149191,"phytoplankton",NA,NA,NA,NA
"1020",149200,"phytoplankton",NA,NA,NA,NA
"1021",149208,"phytoplankton",NA,NA,NA,NA
"1022",149271,"phytoplankton",NA,NA,NA,NA
"1023",149313,"phytoplankton",NA,NA,NA,NA
"1024",149377,"benthos",NA,NA,NA,NA
"1025",149601,"phytoplankton",NA,NA,NA,NA
"1026",149616,"phytoplankton",NA,NA,NA,NA
"1027",149631,"phytoplankton",NA,NA,NA,NA
"1028",149781,"zooplankton",NA,NA,NA,NA
"1029",149854,"macrobenthos","zooplankton",NA,NA,NA
"1030",150637,"fish",NA,NA,NA,NA
"1031",151081,NA,"benthos",NA,NA,NA
"1032",151117,NA,"benthos",NA,NA,NA
"1033",151119,NA,"benthos",NA,NA,NA
"1034",151353,"fish",NA,NA,NA,NA
"1035",151374,"benthos",NA,NA,NA,NA
"1036",151628,"benthos",NA,NA,NA,NA
"1037",152203,"zooplankton",NA,"zooplankton",NA,NA
"1038",152249,"benthos","zooplankton",NA,NA,NA
"1039",152302,"macrobenthos",NA,NA,NA,NA
"1040",152391,"benthos","plankton",NA,NA,NA
"1041",152774,"benthos","benthos",NA,NA,NA
"1042",153375,"benthos",NA,NA,NA,NA
"1043",153575,"macrobenthos","zooplankton",NA,NA,NA
"1044",154127,"benthos","zooplankton",NA,NA,NA
"1045",154555,"meiobenthos",NA,NA,NA,NA
"1046",154781,"fish",NA,NA,NA,NA
"1047",154974,"benthos","zooplankton",NA,NA,NA
"1048",155098,"benthos","zooplankton",NA,NA,NA
"1049",155375,"benthos","zooplankton",NA,NA,NA
"1050",155549,"benthos",NA,NA,NA,NA
"1051",155876,NA,NA,NA,NA,NA
"1052",155879,NA,NA,NA,NA,NA
"1053",156261,"macroalgae",NA,NA,NA,NA
"1054",156505,"microplankton",NA,NA,NA,NA
"1055",156598,"phytoplankton",NA,NA,NA,NA
"1056",156967,NA,"zooplankton","benthos",NA,NA
"1057",157078,"phytoplankton",NA,NA,NA,NA
"1058",157186,"macroalgae",NA,NA,NA,NA
"1059",157188,"macroalgae",NA,NA,NA,NA
"1060",157256,"phytoplankton",NA,NA,NA,NA
"1061",157258,"phytoplankton",NA,NA,NA,NA
"1062",157261,"macroalgae",NA,NA,NA,NA
"1063",157333,"macroalgae",NA,NA,NA,NA
"1064",157411,"macrobenthos",NA,NA,NA,NA
"1065",157466,"algae",NA,NA,NA,NA
"1066",157947,NA,NA,"macrobenthos",NA,NA
"1067",158478,"macrobenthos",NA,NA,NA,NA
"1068",158491,"benthos",NA,NA,NA,NA
"1069",160026,"benthos",NA,NA,NA,NA
"1070",160343,"macrobenthos",NA,NA,NA,NA
"1071",160538,"phytoplankton",NA,NA,NA,NA
"1072",160563,"phytoplankton",NA,NA,NA,NA
"1073",160564,"mixoplankton",NA,NA,NA,NA
"1074",160581,"algae",NA,NA,NA,NA
"1075",160582,"algae",NA,NA,NA,NA
"1076",160585,"mixoplankton",NA,NA,NA,NA
"1077",160595,"algae",NA,NA,NA,NA
"1078",160597,"algae",NA,NA,NA,NA
"1079",162254,"phytoplankton",NA,NA,NA,NA
"1080",162345,"benthos",NA,NA,NA,NA
"1081",162403,"benthos",NA,NA,NA,NA
"1082",162814,"macroalgae",NA,NA,NA,NA
"1083",162880,"macroalgae",NA,NA,NA,NA
"1084",162949,NA,NA,NA,NA,NA
"1085",162973,NA,NA,NA,NA,NA
"1086",162991,"benthos",NA,NA,NA,NA
"1087",163060,"benthos",NA,NA,NA,NA
"1088",163067,"benthos",NA,NA,NA,NA
"1089",163254,"benthos",NA,NA,NA,NA
"1090",163505,"algae",NA,NA,NA,NA
"1091",163556,"benthos",NA,NA,NA,NA
"1092",163559,"benthos",NA,NA,NA,NA
"1093",163573,"benthos",NA,NA,NA,NA
"1094",163583,"benthos",NA,NA,NA,NA
"1095",163645,"phytoplankton",NA,NA,NA,NA
"1096",163780,"zooplankton",NA,NA,NA,NA
"1097",163862,"microplankton",NA,NA,NA,NA
"1098",164103,"macroalgae",NA,NA,NA,NA
"1099",164147,NA,NA,NA,NA,NA
"1100",164150,NA,NA,NA,NA,NA
"1101",164784,"macrobenthos",NA,NA,NA,NA
"1102",167108,"macrobenthos",NA,NA,NA,NA
"1103",167151,"macrobenthos",NA,NA,NA,NA
"1104",168004,"macrobenthos",NA,NA,NA,NA
"1105",168455,"macrobenthos",NA,NA,NA,NA
"1106",169725,"macrobenthos",NA,NA,NA,NA
"1107",170782,"macrobenthos",NA,NA,NA,NA
"1108",172144,"zooplankton",NA,NA,NA,NA
"1109",172147,NA,NA,NA,NA,NA
"1110",172150,NA,NA,NA,NA,NA
"1111",172155,NA,NA,NA,NA,NA
"1112",172169,NA,NA,NA,NA,NA
"1113",172180,NA,NA,NA,NA,NA
"1114",172188,NA,NA,NA,NA,NA
"1115",172191,NA,NA,NA,NA,NA
"1116",172221,NA,NA,NA,NA,NA
"1117",172229,NA,NA,NA,NA,NA
"1118",172237,NA,NA,NA,NA,NA
"1119",172252,NA,NA,NA,NA,NA
"1120",172316,"benthos",NA,NA,NA,NA
"1121",172321,"benthos",NA,NA,NA,NA
"1122",172341,"microbenthos",NA,NA,NA,NA
"1123",173128,NA,NA,"macrobenthos",NA,NA
