"","AphiaID","adult","larva","larva_other","other","polygastric"
"1685",988736,NA,NA,NA,NA,NA
"1686",989567,NA,NA,NA,NA,NA
"1687",990742,NA,NA,NA,NA,NA
"1688",990876,"mixoplankton",NA,NA,NA,NA
"1689",993625,"nekton",NA,NA,NA,NA
"1690",993634,"nekton",NA,NA,NA,NA
"1691",994658,"macrobenthos",NA,NA,NA,NA
"1692",995244,NA,NA,NA,NA,NA
"1693",1015301,"macrobenthos",NA,NA,NA,NA
"1694",1015302,"macrobenthos",NA,NA,NA,NA
"1695",1027787,"algae",NA,NA,NA,NA
"1696",1030592,"benthos",NA,NA,NA,NA
"1697",1039839,"benthos",NA,NA,NA,NA
"1698",1039840,"benthos",NA,NA,NA,NA
"1699",1071789,"benthos",NA,NA,NA,NA
"1700",1214718,"phytoplankton",NA,NA,NA,NA
"1701",1250413,"benthos",NA,NA,NA,NA
"1702",1258721,"macrobenthos",NA,NA,NA,NA
"1703",1296507,"benthos",NA,NA,NA,NA
"1704",1299683,NA,NA,NA,NA,NA
"1705",1299982,NA,NA,NA,NA,NA
"1706",1300999,NA,NA,NA,NA,NA
"1707",1306465,"algae",NA,NA,NA,NA
"1708",1307995,"phytoplankton",NA,NA,NA,NA
"1709",1308804,"benthos",NA,NA,NA,NA
"1710",1311146,"algae",NA,NA,NA,NA
"1711",1311357,"algae",NA,NA,NA,NA
"1712",1339221,"macroalgae",NA,NA,NA,NA
"1713",1339998,"benthos",NA,NA,NA,NA
"1714",1340377,"macroalgae",NA,NA,NA,NA
"1715",1350162,"nekton",NA,NA,NA,NA
"1716",1356591,"macroalgae",NA,NA,NA,NA
"1717",1356721,"macroalgae",NA,NA,NA,NA
"1718",1359175,"algae",NA,NA,NA,NA
"1719",1360916,"algae",NA,NA,NA,NA
"1720",1361004,"nanoplankton",NA,NA,NA,NA
"1721",1361130,"algae",NA,NA,NA,NA
"1722",1361153,"algae",NA,NA,NA,NA
"1723",1361158,"algae",NA,NA,NA,NA
"1724",1367561,"algae",NA,NA,NA,NA
"1725",1369205,"macroalgae",NA,NA,NA,NA
"1726",1371601,"phytoplankton",NA,NA,NA,NA
"1727",1415535,NA,NA,NA,NA,NA
"1728",1415554,NA,NA,NA,NA,NA
"1729",1415558,NA,NA,NA,NA,NA
"1730",1415753,NA,NA,NA,NA,NA
"1731",1449377,"benthos","zooplankton",NA,NA,NA
"1732",1455977,"nekton",NA,NA,NA,NA
"1733",1457131,NA,NA,NA,NA,NA
"1734",1457161,NA,NA,NA,NA,NA
"1735",1457192,NA,NA,NA,NA,NA
"1736",1463739,NA,NA,NA,NA,NA
"1737",1476278,"nekton",NA,NA,NA,NA
"1738",1485565,NA,NA,NA,NA,NA
"1739",1485672,NA,NA,NA,NA,NA
"1740",1486515,NA,NA,NA,NA,NA
"1741",1486567,NA,NA,NA,NA,NA
"1742",1487061,NA,NA,NA,NA,NA
"1743",1489543,NA,NA,NA,NA,NA
"1744",1490360,NA,NA,NA,NA,NA
"1745",1492210,NA,NA,NA,NA,NA
"1746",1492213,NA,NA,NA,NA,NA
"1747",1492339,NA,NA,NA,NA,NA
"1748",1492477,NA,NA,NA,NA,NA
"1749",1492574,NA,NA,NA,NA,NA
"1750",1501345,"zooplankton",NA,NA,NA,NA
"1751",1506689,"nekton",NA,NA,NA,NA
"1752",1535277,"macroalgae",NA,NA,NA,NA
"1753",1537062,"algae",NA,NA,NA,NA
"1754",1542831,"benthos","zooplankton",NA,NA,NA
"1755",1611501,"benthos","zooplankton",NA,NA,NA
"1756",1629456,NA,"benthos",NA,NA,NA
"1757",1635533,NA,NA,NA,NA,NA
"1758",1647552,"zooplankton",NA,NA,NA,NA
"1759",1659019,"algae",NA,NA,NA,NA
"1760",1699131,"mixoplankton",NA,NA,NA,NA
"1761",1699472,"nanoplankton",NA,NA,NA,NA
"1762",1714220,NA,NA,NA,NA,NA
"1763",1732685,"macroalgae",NA,NA,NA,NA
"1764",1736990,NA,NA,NA,NA,NA
"1765",1737147,"zooplankton",NA,NA,NA,NA
"1766",1737154,"zooplankton",NA,NA,NA,NA
"1767",1737642,NA,NA,NA,NA,NA
"1768",1738155,NA,NA,NA,NA,NA
"1769",1738156,NA,NA,NA,NA,NA
"1770",1738566,NA,NA,NA,NA,NA
"1771",1748110,NA,NA,NA,NA,NA
"1772",1762560,NA,NA,NA,NA,NA
"1773",1768985,"benthos",NA,NA,NA,NA
"1774",1769006,"benthos",NA,NA,NA,NA
"1775",1770284,NA,NA,NA,NA,NA
"1776",1780374,"benthos",NA,NA,NA,NA
"1777",1789435,"macrobenthos","zooplankton",NA,NA,NA
"1778",1795189,"benthos","zooplankton",NA,NA,NA
"1779",1795998,"microbenthos",NA,NA,NA,NA
"1780",1796131,"benthos","zooplankton",NA,NA,NA
